url,page_name,subtopic
"https://web.archive.org/web/20221007184050/http://zop.bolnicapernik.com/announcement-for-offer/","ОП провеждани чрез събиране на оферти с обява и покана до определени лица","ОП провеждани чрез събиране на оферти с обява и покана до определени лица"
url,page_name,subtopic
"https://web.archive.org/web/20221007181957/http://zop.bolnicapernik.com/consultations/","Пазарни консултации","Пазарни консултации"
url,page_name,subtopic
"https://web.archive.org/web/20230127201504/http://zop.bolnicapernik.com/archive/","Архив","Архив"
url,page_name,subtopic
"https://web.archive.org/web/20200222092603/http://zop.bolnicapernik.com/current/","Процедури по ЗОП","Процедури по ЗОП"
